arm,lr,seed,step,train_loss,val_loss,lr_now,wall_s
pw05,0.03,0,400,2.5813829946517943,2.572047233581543,0.011225129765394805,158.26
pw05,0.03,0,500,2.5334818148612976,2.5390957295894623,0.0052642635142492525,188.74
pw05,0.03,0,600,2.510348174571991,2.5349100530147552,0.003000228462420453,228.38
duality,0.01,0,100,2.770226089954376,2.4424370527267456,0.009884665291533559,28.77
duality,0.01,0,200,2.1734828543663025,2.0656941533088684,0.008607077600253624,57.79
duality,0.01,0,300,1.8491310727596284,1.9280705451965332,0.006307185636718559,88.77
duality,0.01,0,400,1.6958964920043946,1.818996861577034,0.0037417099217982685,116.6
duality,0.01,0,500,1.5874380004405975,1.740990087389946,0.001754754504749751,150.27
duality,0.01,0,600,1.5198733413219452,1.696223109960556,0.0010000761541401509,181.21
duality,0.03,0,100,2.6966986584663393,2.4341616928577423,0.029653995874600676,26.37
duality,0.03,0,200,2.143921526670456,2.0824366211891174,0.02582123280076087,52.0
duality,0.03,0,300,1.864809386730194,1.9708926677703857,0.018921556910155676,86.74
duality,0.03,0,400,1.724048843383789,1.8404920846223831,0.011225129765394805,116.21
duality,0.03,0,500,1.6202018344402314,1.7796139866113663,0.0052642635142492525,152.9
duality,0.03,0,600,1.5529453694820403,1.7362260669469833,0.003000228462420453,192.17
duality,0.09,0,100,2.7288638830184935,2.548593968153,0.08896198762380203,59.64
duality,0.09,0,200,2.533640968799591,2.584681987762451,0.07746369840228262,111.49
duality,0.09,0,300,2.5766142058372496,2.6018258333206177,0.05676467073046702,156.7
duality,0.09,0,400,2.554102907180786,2.6004158556461334,0.03367538929618442,194.62
duality,0.09,0,500,2.524191589355469,2.5403060913085938,0.015792790542747757,242.25
duality,0.09,0,600,2.486416563987732,2.5352582931518555,0.009000685387261358,285.84
scion,0.01,0,100,2.7794325232505797,2.43266162276268,0.009884665291533559,44.53
scion,0.01,0,200,2.166334948539734,2.078244835138321,0.008607077600253624,91.17
scion,0.01,0,300,1.8544981133937837,1.9324566423892975,0.006307185636718559,128.8
scion,0.01,0,400,1.700628172159195,1.8149226605892181,0.0037417099217982685,161.93
scion,0.01,0,500,1.5911355102062226,1.7409587800502777,0.001754754504749751,194.58
scion,0.01,0,600,1.5198126876354217,1.6972815096378326,0.0010000761541401509,229.32
scion,0.03,0,100,2.6900577211380003,2.385307252407074,0.029653995874600676,29.71
scion,0.03,0,200,2.1321050095558167,2.068005383014679,0.02582123280076087,60.2
scion,0.03,0,300,1.8684931910037994,1.9492901116609573,0.018921556910155676,91.84
scion,0.03,0,400,1.7285914611816406,1.8472020030021667,0.011225129765394805,128.35
scion,0.03,0,500,1.6270968055725097,1.7823654264211655,0.0052642635142492525,158.73
scion,0.03,0,600,1.5604940116405488,1.7337934970855713,0.003000228462420453,186.24
scion,0.09,0,100,2.7359805417060854,2.556542694568634,0.08896198762380203,26.88
scion,0.09,0,200,2.543406882286072,2.6013151705265045,0.07746369840228262,62.92
scion,0.09,0,300,2.5908811140060424,2.6409167051315308,0.05676467073046702,103.85
scion,0.09,0,400,2.5783654713630675,2.583571344614029,0.03367538929618442,144.63
scion,0.09,0,500,2.5403793811798097,2.560634881258011,0.015792790542747757,174.08
scion,0.09,0,600,2.518624529838562,2.547278583049774,0.009000685387261358,202.46
